ptp4l[16222.120]: selected /dev/ptp0 as PTP clock
ptp4l[16222.127]: port 1 (eth0): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[16222.131]: port 0 (/var/run/ptp4l): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[16222.133]: port 0 (/var/run/ptp4lro): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[16222.135]: timeguard: registered, proxy_id=0xa78d389efd35320f

ptp4l[16222.136]: TG_CMD_SET_TIME InvokeCommand result: 0x0

ptp4l[16228.402]: selected local clock 000000.fffe.049f06 as best master
ptp4l[16228.403]: TEE: InvokeCommand returned 0x0

ptp4l[16228.405]: TEE: InvokeCommand returned 0x0

ptp4l[16228.406]: TEE: DECIDE OK -> decided_state=4 (ps_out=4)

ptp4l[16229.432]: port 1 (eth0): new foreign master 641c10.fffe.f12579-1
ptp4l[16233.447]: selected best master clock 641c10.fffe.f12579
ptp4l[16233.449]: TEE: InvokeCommand returned 0x0

ptp4l[16233.451]: TEE: InvokeCommand returned 0x0

ptp4l[16233.452]: TEE: DECIDE OK -> decided_state=9 (ps_out=9)

ptp4l[16233.454]: port 1 (eth0): LISTENING to UNCALIBRATED on RS_SLAVE
ptp4l[16449.464]: master offset     864480 s2 freq +1804780 path delay   -629032
ptp4l[16450.461]: master offset    2874076 s2 freq +4073720 path delay   -522793
ptp4l[16451.466]: master offset   -1366131 s2 freq +695736 path delay   -522793
ptp4l[16452.465]: master offset    1827640 s2 freq +3479667 path delay   -522793
ptp4l[16453.464]: master offset   -2057246 s2 freq +143073 path delay   -268558
ptp4l[16454.463]: master offset    1783010 s2 freq +3366156 path delay   -358828
ptp4l[16455.470]: master offset   -1653716 s2 freq +464333 path delay   -358828
ptp4l[16456.465]: master offset    -238245 s2 freq +1383689 path delay   -358828
ptp4l[16457.465]: master offset     299033 s2 freq +1849493 path delay   -358828
ptp4l[16458.466]: master offset    2197523 s2 freq +3837693 path delay   -200744
ptp4l[16459.466]: master offset   -1775282 s2 freq +524145 path delay   -200744
ptp4l[16460.465]: master offset    2037709 s2 freq +3804551 path delay   -454980
ptp4l[16461.465]: master offset   -1926573 s2 freq +451582 path delay   -454980
ptp4l[16462.465]: master offset    -474118 s2 freq +1326065 path delay   -467573
ptp4l[16463.466]: master offset    2246734 s2 freq +3904682 path delay   -592622
ptp4l[16464.468]: master offset     108417 s2 freq +2440385 path delay   -421945
ptp4l[16465.466]: master offset    -435310 s2 freq +1929183 path delay   -421945
ptp4l[16466.465]: master offset   -2473662 s2 freq -239762 path delay   -421945
ptp4l[16467.465]: master offset    -331886 s2 freq +1159916 path delay   -421945
ptp4l[16468.462]: master offset    2476268 s2 freq +3868504 path delay   -467927
ptp4l[16469.468]: master offset   -1501683 s2 freq +633433 path delay   -467927
ptp4l[16470.467]: master offset    1757721 s2 freq +3442332 path delay   -467927
ptp4l[16471.467]: master offset   -1774061 s2 freq +437867 path delay   -467927
ptp4l[16472.467]: master offset    1813336 s2 freq +3493045 path delay   -599259
ptp4l[16473.467]: master offset   -1815901 s2 freq +407809 path delay   -599259
ptp4l[16474.467]: master offset    1776651 s2 freq +3455591 path delay   -706593
ptp4l[16475.469]: master offset   -2311747 s2 freq  -99812 path delay   -706593
ptp4l[16476.462]: master offset    -320771 s2 freq +1197640 path delay   -706593
ptp4l[16477.465]: master offset   -1599796 s2 freq -177616 path delay   -706593
ptp4l[16478.467]: master offset     577633 s2 freq +1519874 path delay   -798181
ptp4l[16479.468]: master offset    2986632 s2 freq +4102163 path delay   -798181
ptp4l[16480.470]: master offset   -1466362 s2 freq +545158 path delay   -573281
ptp4l[16481.468]: master offset   -1657190 s2 freq  -85578 path delay   -152385
ptp4l[16482.466]: master offset     185557 s2 freq +1260012 path delay      4528
ptp4l[16483.468]: master offset     786563 s2 freq +1916685 path delay     70213
ptp4l[16484.469]: master offset   -1162796 s2 freq +203295 path delay     20034
ptp4l[16485.473]: master offset     541347 s2 freq +1558599 path delay     17473
ptp4l[16486.472]: master offset    3012570 s2 freq +4192226 path delay     17473
ptp4l[16487.473]: master offset   -1357627 s2 freq +725800 path delay     17473
ptp4l[16488.471]: master offset     -20678 s2 freq +1655461 path delay   -154946
ptp4l[16489.470]: master offset     238704 s2 freq +1908640 path delay   -154946
ptp4l[16490.472]: master offset     236257 s2 freq +1977804 path delay   -154946
ptp4l[16491.471]: master offset     323459 s2 freq +2135883 path delay   -307078
ptp4l[16492.471]: master offset     409284 s2 freq +2318746 path delay   -628413
ptp4l[16493.471]: master offset    1971501 s2 freq +4003748 path delay   -628413
ptp4l[16494.472]: master offset   -2129911 s2 freq +493786 path delay   -628413
ptp4l[16495.471]: master offset    -591354 s2 freq +1393370 path delay   -770271
ptp4l[16496.470]: master offset     103359 s2 freq +1910677 path delay   -780529
ptp4l[16497.470]: master offset    2004181 s2 freq +3842506 path delay   -681646
ptp4l[16498.471]: master offset      31354 s2 freq +2470934 path delay   -681646
ptp4l[16499.472]: master offset   -2560859 s2 freq -111873 path delay   -681646
ptp4l[16500.471]: master offset    -550963 s2 freq +1129765 path delay   -681646
ptp4l[16501.471]: master offset    3633034 s2 freq +5148473 path delay   -802304
ptp4l[16502.468]: master offset   -1625221 s2 freq +980128 path delay   -802304
ptp4l[16503.472]: master offset    -701826 s2 freq +1415957 path delay   -804636
ptp4l[16504.472]: master offset    -108482 s2 freq +1798753 path delay   -896042
ptp4l[16505.474]: master offset    -200087 s2 freq +1674604 path delay   -694080
ptp4l[16506.473]: master offset    2023449 s2 freq +3838114 path delay   -689139
