ptp4l[617609.972]: selected /dev/ptp0 as PTP clock
ptp4l[617609.984]: port 1 (eth0): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[617609.987]: port 0 (/var/run/ptp4l): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[617609.991]: port 0 (/var/run/ptp4lro): INITIALIZING to LISTENING on INIT_COMPLETE
ptp4l[617610.036]: timeguard: registered, proxy_id=0xb7773cd9fca89d04

ptp4l[617610.038]: TG_CMD_SET_TIME InvokeCommand result: 0x0

ptp4l[617616.677]: port 1 (eth0): new foreign master 641c10.fffe.f12579-1
ptp4l[617616.741]: selected local clock 000000.fffe.049f06 as best master
ptp4l[617616.742]: TEE: InvokeCommand returned 0x0

ptp4l[617616.744]: TEE: InvokeCommand returned 0x0

ptp4l[617616.744]: TEE: DECIDE OK -> decided_state=4 (ps_out=4)

ptp4l[617620.519]: selected best master clock 641c10.fffe.f12579
ptp4l[617620.519]: TEE: InvokeCommand returned 0x0

ptp4l[617620.520]: TEE: InvokeCommand returned 0x0

ptp4l[617620.521]: TEE: DECIDE OK -> decided_state=9 (ps_out=9)

ptp4l[617620.521]: port 1 (eth0): LISTENING to UNCALIBRATED on RS_SLAVE
ptp4l[617861.968]: master offset  -25675179 s2 freq -32625554 path delay  -2241830
ptp4l[617862.988]: master offset  -75635199 s2 freq -32767999 path delay  -1310962
ptp4l[617863.949]: master offset  -34679755 s2 freq -32767999 path delay  -1310962
ptp4l[617864.977]: master offset    -510078 s2 freq -15163007 path delay  -6591425
ptp4l[617866.006]: master offset   14448112 s2 freq -357840 path delay  -6591425
ptp4l[617867.032]: master offset   22010623 s2 freq +11539104 path delay  -6348359
ptp4l[617868.027]: master offset    -596154 s2 freq -4464486 path delay  -6348359
ptp4l[617869.007]: master offset    3488491 s2 freq -558687 path delay  -6303421
ptp4l[617870.004]: master offset    3861557 s2 freq +860926 path delay  -6303421
ptp4l[617870.999]: master offset   -6597626 s2 freq -8439790 path delay   -739085
ptp4l[617871.993]: master offset  -49682969 s2 freq -32767999 path delay   -432660
ptp4l[617872.955]: master offset   -2019404 s2 freq -5840855 path delay   -432660
ptp4l[617873.983]: master offset  -16649447 s2 freq -21076720 path delay   -671595
ptp4l[617874.991]: master offset    7770176 s2 freq -1651931 path delay   -671595
ptp4l[617876.020]: master offset    3821659 s2 freq -3269395 path delay   -671595
ptp4l[617877.018]: master offset   -1685022 s2 freq -7629578 path delay   -671595
ptp4l[617878.008]: master offset    5008280 s2 freq -1441783 path delay   -978218
ptp4l[617879.009]: master offset    6287058 s2 freq +1339479 path delay   -978218
ptp4l[617880.011]: master offset    1975620 s2 freq -1085841 path delay   -650746
ptp4l[617881.007]: master offset     508724 s2 freq -1960051 path delay   -650746
ptp4l[617882.007]: master offset    2283778 s2 freq  -32380 path delay   -650746
ptp4l[617883.005]: master offset    4387889 s2 freq +2756864 path delay   -650746
ptp4l[617884.009]: master offset  -36910279 s2 freq -32767999 path delay   -650746
